id,name,description,due_at,lock_at,created_at,points_possible,submission_types,workflow_state,html_url,_requester,allowed_attempts,allowed_extensions,annotatable_attachment_id,anonymize_students,anonymous_grading,anonymous_instructor_annotations,anonymous_peer_reviews,anonymous_submissions,assignment_group_id,automatic_peer_reviews,can_duplicate,course_id,created_at_date,due_at_date,due_date_required,external_tool_tag_attributes,final_grader_id,grade_group_students_individually,graded_submissions_exist,grader_comments_visible_to_graders,grader_count,grader_names_visible_to_final_grader,graders_anonymous_to_graders,grading_standard_id,grading_type,group_category_id,has_submitted_submissions,hide_in_gradebook,important_dates,in_closed_grading_period,intra_group_peer_reviews,is_quiz_assignment,lock_at_date,lock_explanation,lock_info,locked_for_user,lti_context_id,max_name_length,moderated_grading,muted,omit_from_final_grade,only_visible_to_overrides,original_assignment_id,original_assignment_name,original_course_id,original_lti_resource_link_id,original_quiz_id,peer_reviews,position,post_manually,post_to_sis,published,quiz_id,require_lockdown_browser,restrict_quantitative_data,secure_params,submissions_download_url,suppress_assignment,unlock_at,unlock_at_date,updated_at,updated_at_date,url,visible_to_everyone
10500000017337189,HW6,<p>See Files&gt;homeworks&gt;HW6.</p>,2025-12-04T04:59:59Z,2025-12-21T04:59:59Z,2025-07-28T16:19:43Z,15.0,"[""external_tool""]",published,https://canvas.instructure.com/courses/10500000002412508/assignments/1050~17337189,"""<canvasapi.requester.Requester object at 0x0000016CDD30B7D0>""",-1,,,False,False,False,False,,10500000004242242,False,False,10500000002412508,"""2025-07-28 16:19:43+00:00""","""2025-12-04 04:59:59+00:00""",False,"{""url"": ""https://www.gradescope.com/auth/lti/1_3/callback?gradescope_resource_id=assignment-3478934"", ""new_tab"": false, ""external_data"": """", ""resource_link_id"": ""c4246116cdfd366fa82da196dbde5348ff8ad4d4"", ""resource_link_title"": null, ""content_type"": ""ContextExternalTool"", ""content_id"": 244302, ""custom_params"": {""custom_gradescope_resource_id"": ""assignment-3478934""}}",,False,False,True,0,True,False,,points,,False,False,False,False,False,False,"""2025-12-21 04:59:59+00:00""",,,False,601fd2ca-d12f-4550-a66a-7a30e0b74234,255,False,True,False,False,,,,,,False,1,True,False,True,,False,False,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJsdGlfYXNzaWdubWVudF9pZCI6IjYwMWZkMmNhLWQxMmYtNDU1MC1hNjZhLTdhMzBlMGI3NDIzNCIsImx0aV9hc3NpZ25tZW50X2Rlc2NyaXB0aW9uIjoiXHUwMDNjcFx1MDAzZVNlZSBGaWxlc1x1MDAyNmd0O2hvbWV3b3Jrc1x1MDAyNmd0O0hXNi5cdTAwM2MvcFx1MDAzZSJ9.mxDlqdSZKnFSeVyRUyoRzt6tfGFfGB1mRG00enphR4A,https://canvas.instructure.com/courses/1050~2412508/assignments/1050~17337189/submissions?zip=1,False,2025-08-25T04:00:00Z,"""2025-08-25 04:00:00+00:00""",2025-07-28T23:26:32Z,"""2025-07-28 23:26:32+00:00""",https://canvas.instructure.com/api/v1/courses/1050~2412508/external_tools/sessionless_launch?assignment_id=10500000017337189&launch_type=assessment,True
10500000017337188,HW5,<p>See Files&gt;homeworks&gt;HW5.</p>,2025-11-13T04:59:59Z,2025-12-21T04:59:59Z,2025-07-28T16:19:43Z,15.0,"[""external_tool""]",published,https://canvas.instructure.com/courses/10500000002412508/assignments/1050~17337188,"""<canvasapi.requester.Requester object at 0x0000016CDD30B7D0>""",-1,,,False,False,False,False,,10500000004242242,False,False,10500000002412508,"""2025-07-28 16:19:43+00:00""","""2025-11-13 04:59:59+00:00""",False,"{""url"": ""https://www.gradescope.com/auth/lti/1_3/callback?gradescope_resource_id=assignment-3478915"", ""new_tab"": false, ""external_data"": """", ""resource_link_id"": ""6c507b76d33981c58f012f7acea83eaab0131216"", ""resource_link_title"": null, ""content_type"": ""ContextExternalTool"", ""content_id"": 244302, ""custom_params"": {""custom_gradescope_resource_id"": ""assignment-3478915""}}",,False,False,True,0,True,False,,points,,False,False,False,False,False,False,"""2025-12-21 04:59:59+00:00""",,,False,e93b783f-8a07-49e3-a6b3-5f0fb6d65283,255,False,True,False,False,,,,,,False,2,True,False,True,,False,False,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJsdGlfYXNzaWdubWVudF9pZCI6ImU5M2I3ODNmLThhMDctNDllMy1hNmIzLTVmMGZiNmQ2NTI4MyIsImx0aV9hc3NpZ25tZW50X2Rlc2NyaXB0aW9uIjoiXHUwMDNjcFx1MDAzZVNlZSBGaWxlc1x1MDAyNmd0O2hvbWV3b3Jrc1x1MDAyNmd0O0hXNS5cdTAwM2MvcFx1MDAzZSJ9.BrPnCLatZIja6vXTDCjWSVEqqqHEDGUBi75qNvx7Wdw,https://canvas.instructure.com/courses/1050~2412508/assignments/1050~17337188/submissions?zip=1,False,2025-08-25T04:00:00Z,"""2025-08-25 04:00:00+00:00""",2025-07-28T23:23:56Z,"""2025-07-28 23:23:56+00:00""",https://canvas.instructure.com/api/v1/courses/1050~2412508/external_tools/sessionless_launch?assignment_id=10500000017337188&launch_type=assessment,True
10500000017337187,HW4,<p>See Files&gt;homeworks&gt;HW4.</p>,2025-10-30T03:59:59Z,2025-12-21T04:59:59Z,2025-07-28T16:19:42Z,15.0,"[""external_tool""]",published,https://canvas.instructure.com/courses/10500000002412508/assignments/1050~17337187,"""<canvasapi.requester.Requester object at 0x0000016CDD30B7D0>""",-1,,,False,False,False,False,,10500000004242242,False,False,10500000002412508,"""2025-07-28 16:19:42+00:00""","""2025-10-30 03:59:59+00:00""",False,"{""url"": ""https://www.gradescope.com/auth/lti/1_3/callback?gradescope_resource_id=assignment-3478882"", ""new_tab"": false, ""external_data"": """", ""resource_link_id"": ""b030fd981eaf1e1ca4358724d4f23b27940e8655"", ""resource_link_title"": null, ""content_type"": ""ContextExternalTool"", ""content_id"": 244302, ""custom_params"": {""custom_gradescope_resource_id"": ""assignment-3478882""}}",,False,False,True,0,True,False,,points,,False,False,False,False,False,False,"""2025-12-21 04:59:59+00:00""",,,False,a0563713-661a-481c-b096-030ec63594ce,255,False,True,False,False,,,,,,False,3,True,False,True,,False,False,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJsdGlfYXNzaWdubWVudF9pZCI6ImEwNTYzNzEzLTY2MWEtNDgxYy1iMDk2LTAzMGVjNjM1OTRjZSIsImx0aV9hc3NpZ25tZW50X2Rlc2NyaXB0aW9uIjoiXHUwMDNjcFx1MDAzZVNlZSBGaWxlc1x1MDAyNmd0O2hvbWV3b3Jrc1x1MDAyNmd0O0hXNC5cdTAwM2MvcFx1MDAzZSJ9.8_f6gdK8aDwJ56JpUpCPFhDPDIgjkAH0yUv8yrM3QCM,https://canvas.instructure.com/courses/1050~2412508/assignments/1050~17337187/submissions?zip=1,False,2025-08-25T04:00:00Z,"""2025-08-25 04:00:00+00:00""",2025-07-28T23:20:25Z,"""2025-07-28 23:20:25+00:00""",https://canvas.instructure.com/api/v1/courses/1050~2412508/external_tools/sessionless_launch?assignment_id=10500000017337187&launch_type=assessment,True
10500000017337186,HW3,<p>See Files&gt;homeworks&gt;HW3.</p>,2025-10-11T03:59:59Z,2025-12-21T04:59:59Z,2025-07-28T16:19:41Z,15.0,"[""external_tool""]",published,https://canvas.instructure.com/courses/10500000002412508/assignments/1050~17337186,"""<canvasapi.requester.Requester object at 0x0000016CDD30B7D0>""",-1,,,False,False,False,False,,10500000004242242,False,False,10500000002412508,"""2025-07-28 16:19:41+00:00""","""2025-10-11 03:59:59+00:00""",False,"{""url"": ""https://www.gradescope.com/auth/lti/1_3/callback?gradescope_resource_id=assignment-3400922"", ""new_tab"": false, ""external_data"": """", ""resource_link_id"": ""9911df822d6077be90ffdeb126b958cc718480d2"", ""resource_link_title"": null, ""content_type"": ""ContextExternalTool"", ""content_id"": 244302, ""custom_params"": {""custom_gradescope_resource_id"": ""assignment-3400922""}}",,False,False,True,0,True,False,,points,,False,False,False,False,False,False,"""2025-12-21 04:59:59+00:00""",,,False,431661c6-aa09-47c5-a913-679e7ace0dad,255,False,True,False,False,,,,,,False,4,True,False,True,,False,False,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJsdGlfYXNzaWdubWVudF9pZCI6IjQzMTY2MWM2LWFhMDktNDdjNS1hOTEzLTY3OWU3YWNlMGRhZCIsImx0aV9hc3NpZ25tZW50X2Rlc2NyaXB0aW9uIjoiXHUwMDNjcFx1MDAzZVNlZSBGaWxlc1x1MDAyNmd0O2hvbWV3b3Jrc1x1MDAyNmd0O0hXMy5cdTAwM2MvcFx1MDAzZSJ9.pgJjm8xrt8nvUPd3_tlqIMQhJZjIaxLTgadTjpsb51c,https://canvas.instructure.com/courses/1050~2412508/assignments/1050~17337186/submissions?zip=1,False,2025-08-25T04:00:00Z,"""2025-08-25 04:00:00+00:00""",2025-07-28T23:17:02Z,"""2025-07-28 23:17:02+00:00""",https://canvas.instructure.com/api/v1/courses/1050~2412508/external_tools/sessionless_launch?assignment_id=10500000017337186&launch_type=assessment,True
10500000017337185,HW2,<p>See Files&gt;homeworks&gt;HW2.</p>,2025-09-25T03:59:59Z,2025-12-21T04:59:59Z,2025-07-28T16:19:40Z,15.0,"[""external_tool""]",published,https://canvas.instructure.com/courses/10500000002412508/assignments/1050~17337185,"""<canvasapi.requester.Requester object at 0x0000016CDD30B7D0>""",-1,,,False,False,False,False,,10500000004242242,False,False,10500000002412508,"""2025-07-28 16:19:40+00:00""","""2025-09-25 03:59:59+00:00""",False,"{""url"": ""https://www.gradescope.com/auth/lti/1_3/callback?gradescope_resource_id=assignment-3305551"", ""new_tab"": false, ""external_data"": """", ""resource_link_id"": ""4ce61462023d43982d5948c08cb4c0d820f4fd5d"", ""resource_link_title"": null, ""content_type"": ""ContextExternalTool"", ""content_id"": 244302, ""custom_params"": {""custom_gradescope_resource_id"": ""assignment-3305551""}}",,False,True,True,0,True,False,,points,,False,False,False,False,False,False,"""2025-12-21 04:59:59+00:00""",,,False,5ce0a4a8-0707-4074-9e9d-225c40267187,255,False,True,False,False,,,,,,False,5,True,False,True,,False,False,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJsdGlfYXNzaWdubWVudF9pZCI6IjVjZTBhNGE4LTA3MDctNDA3NC05ZTlkLTIyNWM0MDI2NzE4NyIsImx0aV9hc3NpZ25tZW50X2Rlc2NyaXB0aW9uIjoiXHUwMDNjcFx1MDAzZVNlZSBGaWxlc1x1MDAyNmd0O2hvbWV3b3Jrc1x1MDAyNmd0O0hXMi5cdTAwM2MvcFx1MDAzZSJ9.ja2oLTyYjWlg_XN6pEuuiDa9H6u4FgWI0Xnvy7dwJsM,https://canvas.instructure.com/courses/1050~2412508/assignments/1050~17337185/submissions?zip=1,False,2025-08-25T04:00:00Z,"""2025-08-25 04:00:00+00:00""",2025-07-28T23:12:10Z,"""2025-07-28 23:12:10+00:00""",https://canvas.instructure.com/api/v1/courses/1050~2412508/external_tools/sessionless_launch?assignment_id=10500000017337185&launch_type=assessment,True
10500000017337184,HW1,<p>See Files&gt;homeworks&gt;HW1.</p>,2025-09-11T03:59:59Z,2025-12-20T04:59:59Z,2025-07-28T16:19:40Z,15.0,"[""external_tool""]",published,https://canvas.instructure.com/courses/10500000002412508/assignments/1050~17337184,"""<canvasapi.requester.Requester object at 0x0000016CDD30B7D0>""",-1,"[""pdf"", ""doc"", ""docx""]",,False,False,False,False,,10500000004242242,False,False,10500000002412508,"""2025-07-28 16:19:40+00:00""","""2025-09-11 03:59:59+00:00""",False,"{""url"": ""https://www.gradescope.com/auth/lti/1_3/callback?gradescope_resource_id=assignment-6440424"", ""new_tab"": false, ""external_data"": """", ""resource_link_id"": ""06e6ba63389d4c110d2e61a4d520a0ec03c10f69"", ""resource_link_title"": null, ""content_type"": ""ContextExternalTool"", ""content_id"": 244302, ""custom_params"": {""custom_gradescope_resource_id"": ""assignment-6440424""}}",,False,True,True,0,True,False,,points,,False,False,False,False,False,False,"""2025-12-20 04:59:59+00:00""",,,False,fe57fedc-0ebb-4b73-8813-acd7295a82e8,255,False,True,False,False,,,,,,False,6,True,False,True,,False,False,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJsdGlfYXNzaWdubWVudF9pZCI6ImZlNTdmZWRjLTBlYmItNGI3My04ODEzLWFjZDcyOTVhODJlOCIsImx0aV9hc3NpZ25tZW50X2Rlc2NyaXB0aW9uIjoiXHUwMDNjcFx1MDAzZVNlZSBGaWxlc1x1MDAyNmd0O2hvbWV3b3Jrc1x1MDAyNmd0O0hXMS5cdTAwM2MvcFx1MDAzZSJ9.ZOPltTW02SRVX2hDB5H1VhdNRly4ogW4nTfdN-3bpBI,https://canvas.instructure.com/courses/1050~2412508/assignments/1050~17337184/submissions?zip=1,False,2025-08-25T04:00:00Z,"""2025-08-25 04:00:00+00:00""",2025-07-29T01:03:31Z,"""2025-07-29 01:03:31+00:00""",https://canvas.instructure.com/api/v1/courses/1050~2412508/external_tools/sessionless_launch?assignment_id=10500000017337184&launch_type=assessment,True
10500000017337191,Midterm Exam,,,,2025-07-28T16:19:45Z,30.0,"[""external_tool""]",published,https://canvas.instructure.com/courses/10500000002412508/assignments/1050~17337191,"""<canvasapi.requester.Requester object at 0x0000016CDD30B7D0>""",-1,,,False,False,False,False,,10500000004242243,False,False,10500000002412508,"""2025-07-28 16:19:45+00:00""",,False,"{""url"": ""https://www.gradescope.com/auth/lti/1_3/callback?gradescope_assignment_id=1570737"", ""new_tab"": false, ""external_data"": """", ""resource_link_id"": ""6ae45d54df000417b3a94aabda7e374c32258029"", ""resource_link_title"": null, ""content_type"": ""ContextExternalTool"", ""content_id"": 244302, ""custom_params"": {""custom_gradescope_assignment_id"": ""1570737""}}",,False,False,True,0,True,False,,points,,False,False,False,False,False,False,,,,False,bdb55d02-d950-4ad9-b1cc-7a3b7e87864c,255,False,True,False,False,,,,,,False,2,True,False,True,,False,False,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJsdGlfYXNzaWdubWVudF9pZCI6ImJkYjU1ZDAyLWQ5NTAtNGFkOS1iMWNjLTdhM2I3ZTg3ODY0YyJ9.nVGJ-blJN2oSXLXAZpLFIgtK12_bqYDAFUiiKNydVTs,https://canvas.instructure.com/courses/1050~2412508/assignments/1050~17337191/submissions?zip=1,False,,,2025-07-28T23:34:04Z,"""2025-07-28 23:34:04+00:00""",https://canvas.instructure.com/api/v1/courses/1050~2412508/external_tools/sessionless_launch?assignment_id=10500000017337191&launch_type=assessment,True
10500000017337183,Final Exam,,,,2025-07-28T16:19:39Z,40.0,"[""external_tool""]",published,https://canvas.instructure.com/courses/10500000002412508/assignments/1050~17337183,"""<canvasapi.requester.Requester object at 0x0000016CDD30B7D0>""",-1,,,False,False,False,False,,10500000004242243,False,False,10500000002412508,"""2025-07-28 16:19:39+00:00""",,False,"{""url"": ""https://www.gradescope.com/auth/lti/1_3/callback?gradescope_assignment_id=1720830"", ""new_tab"": false, ""external_data"": """", ""resource_link_id"": ""bd5ebf94d7f2fed113c28915e45a9929f811adf7"", ""resource_link_title"": null, ""content_type"": ""ContextExternalTool"", ""content_id"": 244302, ""custom_params"": {""custom_gradescope_assignment_id"": ""1720830""}}",,False,False,True,0,True,False,,points,,False,False,False,False,False,False,,,,False,52a987d3-1e67-49cc-9c04-0b7f1f9d66f1,255,False,True,False,False,,,,,,False,5,True,False,True,,False,False,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJsdGlfYXNzaWdubWVudF9pZCI6IjUyYTk4N2QzLTFlNjctNDljYy05YzA0LTBiN2YxZjlkNjZmMSJ9.70eFRG2cLrqrTTAQtpxuwaHGDVHVX07qINRFQ9uKSnA,https://canvas.instructure.com/courses/1050~2412508/assignments/1050~17337183/submissions?zip=1,False,,,2025-07-28T23:36:16Z,"""2025-07-28 23:36:16+00:00""",https://canvas.instructure.com/api/v1/courses/1050~2412508/external_tools/sessionless_launch?assignment_id=10500000017337183&launch_type=assessment,True
10500000017337170,Quiz12,,2025-12-13T04:59:00Z,2025-12-21T04:59:59Z,2025-07-28T16:19:25Z,1.5,"[""online_quiz""]",published,https://canvas.instructure.com/courses/10500000002412508/assignments/1050~17337170,"""<canvasapi.requester.Requester object at 0x0000016CDD30B7D0>""",-1,,,False,False,False,False,False,10500000004242244,False,False,10500000002412508,"""2025-07-28 16:19:25+00:00""","""2025-12-13 04:59:00+00:00""",False,,,False,False,True,0,True,False,,points,,False,False,False,False,False,True,"""2025-12-21 04:59:59+00:00""",This assignment is locked until Dec 12 at 12am.,"{""unlock_at"": ""2025-12-12T05:00:00Z"", ""asset_string"": ""assignment_10500000017337170""}",True,ebc385fd-647d-4a0c-a559-c336b9d67b5d,255,False,True,False,False,,,,,,False,1,False,False,True,10500000005362697,False,False,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJsdGlfYXNzaWdubWVudF9pZCI6ImViYzM4NWZkLTY0N2QtNGEwYy1hNTU5LWMzMzZiOWQ2N2I1ZCJ9.X-LfDZmFueY-51hNChGU6h57ZOreiBy9-afx5NRg7-A,https://canvas.instructure.com/courses/1050~2412508/quizzes/1050~5362697/submissions?zip=1,False,2025-12-12T05:00:00Z,"""2025-12-12 05:00:00+00:00""",2025-07-29T00:05:57Z,"""2025-07-29 00:05:57+00:00""",,True
10500000017337165,Quiz11,,2025-12-06T04:59:00Z,2025-12-21T04:59:59Z,2025-07-28T16:19:19Z,1.5,"[""online_quiz""]",published,https://canvas.instructure.com/courses/10500000002412508/assignments/1050~17337165,"""<canvasapi.requester.Requester object at 0x0000016CDD30B7D0>""",-1,,,False,False,False,False,False,10500000004242244,False,False,10500000002412508,"""2025-07-28 16:19:19+00:00""","""2025-12-06 04:59:00+00:00""",False,,,False,False,True,0,True,False,,points,,False,False,False,False,False,True,"""2025-12-21 04:59:59+00:00""",This assignment is locked until Dec 5 at 12am.,"{""unlock_at"": ""2025-12-05T05:00:00Z"", ""asset_string"": ""assignment_10500000017337165""}",True,3066e699-4016-4b15-9a5b-716103fa7cce,255,False,True,False,False,,,,,,False,2,False,False,True,10500000005362692,False,False,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJsdGlfYXNzaWdubWVudF9pZCI6IjMwNjZlNjk5LTQwMTYtNGIxNS05YTViLTcxNjEwM2ZhN2NjZSJ9.vqwZTfU8NQqbOXfDKLtXOehXuAsKdZ4gk9x873CTHNo,https://canvas.instructure.com/courses/1050~2412508/quizzes/1050~5362692/submissions?zip=1,False,2025-12-05T05:00:00Z,"""2025-12-05 05:00:00+00:00""",2025-07-29T00:04:36Z,"""2025-07-29 00:04:36+00:00""",,True
